
                            < M A T L A B (R) >
                  Copyright 1984-2022 The MathWorks, Inc.
             R2022a Update 5 (9.12.0.2039608) 64-bit (glnxa64)
                              August 12, 2022

 
To get started, type doc.
For product information, visit www.mathworks.com.
 
>> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> This is Threenonlinear network , single amp , ini learningRate = 1.000000e-02 , min batch size = 200 , DropPeriod = 12 , DropFactor = 0.100000  v4 
>> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> load amp=2 
Training on single GPU.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|      15 |          60 |       00:00:15 |     9.14e-03 |     9.14e-03 |   4.1761e-05 |   4.1813e-05 |          0.0010 |
|      16 |          64 |       00:00:16 |     9.05e-03 |     9.07e-03 |   4.0964e-05 |   4.1140e-05 |          0.0010 |
|      17 |          68 |       00:00:17 |     8.92e-03 |     8.98e-03 |   3.9790e-05 |   4.0306e-05 |          0.0010 |
|      18 |          72 |       00:00:18 |     8.86e-03 |     8.90e-03 |   3.9214e-05 |   3.9566e-05 |          0.0010 |
|      19 |          76 |       00:00:18 |     8.73e-03 |     8.82e-03 |   3.8126e-05 |   3.8908e-05 |          0.0010 |
|      20 |          80 |       00:00:19 |     8.68e-03 |     8.77e-03 |   3.7687e-05 |   3.8480e-05 |          0.0010 |
|      21 |          84 |       00:00:20 |     8.72e-03 |     8.71e-03 |   3.8041e-05 |   3.7952e-05 |          0.0010 |
|      22 |          88 |       00:00:21 |     8.65e-03 |     8.66e-03 |   3.7381e-05 |   3.7524e-05 |          0.0010 |
|      23 |          92 |       00:00:22 |     8.57e-03 |     8.61e-03 |   3.6692e-05 |   3.7093e-05 |          0.0010 |
|      24 |          96 |       00:00:23 |     8.46e-03 |     8.57e-03 |   3.5784e-05 |   3.6707e-05 |          0.0010 |
|      25 |         100 |       00:00:24 |     8.40e-03 |     8.56e-03 |   3.5273e-05 |   3.6650e-05 |      1.0000e-04 |
|      26 |         104 |       00:00:25 |     8.42e-03 |     8.56e-03 |   3.5440e-05 |   3.6599e-05 |      1.0000e-04 |
|      27 |         108 |       00:00:25 |     8.45e-03 |     8.55e-03 |   3.5738e-05 |   3.6561e-05 |      1.0000e-04 |
|      28 |         112 |       00:00:26 |     8.51e-03 |     8.55e-03 |   3.6221e-05 |   3.6522e-05 |      1.0000e-04 |
|      29 |         116 |       00:00:27 |     8.55e-03 |     8.54e-03 |   3.6528e-05 |   3.6484e-05 |      1.0000e-04 |
|      30 |         120 |       00:00:28 |     8.40e-03 |     8.54e-03 |   3.5274e-05 |   3.6447e-05 |      1.0000e-04 |
|      31 |         124 |       00:00:29 |     8.42e-03 |     8.53e-03 |   3.5471e-05 |   3.6405e-05 |      1.0000e-04 |
|      32 |         128 |       00:00:30 |     8.42e-03 |     8.53e-03 |   3.5482e-05 |   3.6363e-05 |      1.0000e-04 |
|      33 |         132 |       00:00:31 |     8.35e-03 |     8.52e-03 |   3.4841e-05 |   3.6322e-05 |      1.0000e-04 |
|      34 |         136 |       00:00:31 |     8.48e-03 |     8.52e-03 |   3.5987e-05 |   3.6281e-05 |      1.0000e-04 |
|      35 |         140 |       00:00:32 |     8.46e-03 |     8.51e-03 |   3.5795e-05 |   3.6240e-05 |      1.0000e-04 |
|      36 |         144 |       00:00:33 |     8.38e-03 |     8.51e-03 |   3.5121e-05 |   3.6198e-05 |      1.0000e-04 |
|      37 |         148 |       00:00:34 |     8.43e-03 |     8.51e-03 |   3.5529e-05 |   3.6194e-05 |      1.0000e-05 |
|      38 |         150 |       00:00:34 |     8.48e-03 |              |   3.5918e-05 |              |      1.0000e-05 |
|      38 |         152 |       00:00:35 |     8.50e-03 |     8.51e-03 |   3.6108e-05 |   3.6189e-05 |      1.0000e-05 |
|      39 |         156 |       00:00:36 |     8.47e-03 |     8.51e-03 |   3.5892e-05 |   3.6185e-05 |      1.0000e-05 |
|      40 |         160 |       00:00:37 |     8.43e-03 |     8.51e-03 |   3.5525e-05 |   3.6180e-05 |      1.0000e-05 |
|      41 |         164 |       00:00:37 |     8.39e-03 |     8.51e-03 |   3.5223e-05 |   3.6176e-05 |      1.0000e-05 |
|      42 |         168 |       00:00:38 |     8.44e-03 |     8.51e-03 |   3.5615e-05 |   3.6171e-05 |      1.0000e-05 |
|      43 |         172 |       00:00:39 |     8.40e-03 |     8.50e-03 |   3.5268e-05 |   3.6166e-05 |      1.0000e-05 |
|      44 |         176 |       00:00:40 |     8.40e-03 |     8.50e-03 |   3.5283e-05 |   3.6162e-05 |      1.0000e-05 |
|      45 |         180 |       00:00:41 |     8.38e-03 |     8.50e-03 |   3.5095e-05 |   3.6157e-05 |      1.0000e-05 |
|      46 |         184 |       00:00:42 |     8.45e-03 |     8.50e-03 |   3.5719e-05 |   3.6152e-05 |      1.0000e-05 |
|      47 |         188 |       00:00:43 |     8.43e-03 |     8.50e-03 |   3.5564e-05 |   3.6147e-05 |      1.0000e-05 |
|      48 |         192 |       00:00:44 |     8.52e-03 |     8.50e-03 |   3.6298e-05 |   3.6143e-05 |      1.0000e-05 |
|      49 |         196 |       00:00:44 |     8.39e-03 |     8.50e-03 |   3.5168e-05 |   3.6142e-05 |      1.0000e-06 |
|      50 |         200 |       00:00:45 |     8.43e-03 |     8.50e-03 |   3.5574e-05 |   3.6142e-05 |      1.0000e-06 |
|      51 |         204 |       00:00:46 |     8.42e-03 |     8.50e-03 |   3.5445e-05 |   3.6141e-05 |      1.0000e-06 |
|      52 |         208 |       00:00:47 |     8.33e-03 |     8.50e-03 |   3.4725e-05 |   3.6141e-05 |      1.0000e-06 |
|      53 |         212 |       00:00:48 |     8.41e-03 |     8.50e-03 |   3.5343e-05 |   3.6140e-05 |      1.0000e-06 |
|      54 |         216 |       00:00:49 |     8.44e-03 |     8.50e-03 |   3.5640e-05 |   3.6140e-05 |      1.0000e-06 |
|      55 |         220 |       00:00:50 |     8.44e-03 |     8.50e-03 |   3.5615e-05 |   3.6139e-05 |      1.0000e-06 |
|      56 |         224 |       00:00:50 |     8.49e-03 |     8.50e-03 |   3.6046e-05 |   3.6139e-05 |      1.0000e-06 |
|      57 |         228 |       00:00:51 |     8.39e-03 |     8.50e-03 |   3.5207e-05 |   3.6138e-05 |      1.0000e-06 |
|      58 |         232 |       00:00:52 |     8.44e-03 |     8.50e-03 |   3.5591e-05 |   3.6138e-05 |      1.0000e-06 |
|      59 |         236 |       00:00:53 |     8.46e-03 |     8.50e-03 |   3.5784e-05 |   3.6137e-05 |      1.0000e-06 |
|      60 |         240 |       00:00:54 |     8.35e-03 |     8.50e-03 |   3.4889e-05 |   3.6137e-05 |      1.0000e-06 |
|      61 |         244 |       00:00:55 |     8.42e-03 |     8.50e-03 |   3.5446e-05 |   3.6137e-05 |      1.0000e-07 |
|      62 |         248 |       00:00:56 |     8.37e-03 |     8.50e-03 |   3.4989e-05 |   3.6136e-05 |      1.0000e-07 |
|      63 |         250 |       00:00:56 |     8.40e-03 |              |   3.5266e-05 |              |      1.0000e-07 |
|      63 |         252 |       00:00:57 |     8.41e-03 |     8.50e-03 |   3.5379e-05 |   3.6136e-05 |      1.0000e-07 |
|      64 |         256 |       00:00:57 |     8.42e-03 |     8.50e-03 |   3.5482e-05 |   3.6136e-05 |      1.0000e-07 |
|      65 |         260 |       00:00:58 |     8.38e-03 |     8.50e-03 |   3.5090e-05 |   3.6136e-05 |      1.0000e-07 |
|      66 |         264 |       00:00:59 |     8.41e-03 |     8.50e-03 |   3.5345e-05 |   3.6136e-05 |      1.0000e-07 |
|      67 |         268 |       00:01:00 |     8.40e-03 |     8.50e-03 |   3.5252e-05 |   3.6136e-05 |      1.0000e-07 |
|      68 |         272 |       00:01:01 |     8.36e-03 |     8.50e-03 |   3.4934e-05 |   3.6136e-05 |      1.0000e-07 |
|      69 |         276 |       00:01:02 |     8.40e-03 |     8.50e-03 |   3.5241e-05 |   3.6136e-05 |      1.0000e-07 |
|      70 |         280 |       00:01:03 |     8.46e-03 |     8.50e-03 |   3.5804e-05 |   3.6136e-05 |      1.0000e-07 |
|      71 |         284 |       00:01:03 |     8.39e-03 |     8.50e-03 |   3.5205e-05 |   3.6136e-05 |      1.0000e-07 |
|      72 |         288 |       00:01:04 |     8.42e-03 |     8.50e-03 |   3.5415e-05 |   3.6136e-05 |      1.0000e-07 |
|      73 |         292 |       00:01:05 |     8.44e-03 |     8.50e-03 |   3.5602e-05 |   3.6136e-05 |      1.0000e-08 |
|      74 |         296 |       00:01:06 |     8.36e-03 |     8.50e-03 |   3.4973e-05 |   3.6136e-05 |      1.0000e-08 |
|      75 |         300 |       00:01:07 |     8.42e-03 |     8.50e-03 |   3.5422e-05 |   3.6136e-05 |      1.0000e-08 |
|      76 |         304 |       00:01:08 |     8.41e-03 |     8.50e-03 |   3.5376e-05 |   3.6136e-05 |      1.0000e-08 |
|      77 |         308 |       00:01:09 |     8.33e-03 |     8.50e-03 |   3.4692e-05 |   3.6136e-05 |      1.0000e-08 |
|      78 |         312 |       00:01:10 |     8.45e-03 |     8.50e-03 |   3.5664e-05 |   3.6136e-05 |      1.0000e-08 |
|      79 |         316 |       00:01:10 |     8.35e-03 |     8.50e-03 |   3.4902e-05 |   3.6136e-05 |      1.0000e-08 |
|      80 |         320 |       00:01:11 |     8.40e-03 |     8.50e-03 |   3.5266e-05 |   3.6136e-05 |      1.0000e-08 |
|      81 |         324 |       00:01:12 |     8.39e-03 |     8.50e-03 |   3.5235e-05 |   3.6136e-05 |      1.0000e-08 |
|      82 |         328 |       00:01:13 |     8.41e-03 |     8.50e-03 |   3.5346e-05 |   3.6136e-05 |      1.0000e-08 |
|      83 |         332 |       00:01:14 |     8.49e-03 |     8.50e-03 |   3.6044e-05 |   3.6136e-05 |      1.0000e-08 |
|      84 |         336 |       00:01:15 |     8.41e-03 |     8.50e-03 |   3.5331e-05 |   3.6136e-05 |      1.0000e-08 |
|      85 |         340 |       00:01:16 |     8.33e-03 |     8.50e-03 |   3.4692e-05 |   3.6136e-05 |      1.0000e-09 |
|      86 |         344 |       00:01:16 |     8.40e-03 |     8.50e-03 |   3.5292e-05 |   3.6136e-05 |      1.0000e-09 |
|      87 |         348 |       00:01:17 |     8.39e-03 |     8.50e-03 |   3.5181e-05 |   3.6136e-05 |      1.0000e-09 |
|      88 |         350 |       00:01:18 |     8.39e-03 |              |   3.5225e-05 |              |      1.0000e-09 |
|      88 |         352 |       00:01:18 |     8.36e-03 |     8.50e-03 |   3.4955e-05 |   3.6136e-05 |      1.0000e-09 |
|      89 |         356 |       00:01:19 |     8.43e-03 |     8.50e-03 |   3.5518e-05 |   3.6136e-05 |      1.0000e-09 |
|      90 |         360 |       00:01:20 |     8.42e-03 |     8.50e-03 |   3.5478e-05 |   3.6136e-05 |      1.0000e-09 |
|      91 |         364 |       00:01:21 |     8.33e-03 |     8.50e-03 |   3.4680e-05 |   3.6136e-05 |      1.0000e-09 |
|      92 |         368 |       00:01:22 |     8.39e-03 |     8.50e-03 |   3.5201e-05 |   3.6136e-05 |      1.0000e-09 |
|      93 |         372 |       00:01:23 |     8.38e-03 |     8.50e-03 |   3.5145e-05 |   3.6136e-05 |      1.0000e-09 |
|      94 |         376 |       00:01:23 |     8.39e-03 |     8.50e-03 |   3.5177e-05 |   3.6136e-05 |      1.0000e-09 |
|      95 |         380 |       00:01:24 |     8.34e-03 |     8.50e-03 |   3.4786e-05 |   3.6136e-05 |      1.0000e-09 |
|      96 |         384 |       00:01:25 |     8.46e-03 |     8.50e-03 |   3.5761e-05 |   3.6136e-05 |      1.0000e-09 |
|      97 |         388 |       00:01:26 |     8.41e-03 |     8.50e-03 |   3.5393e-05 |   3.6136e-05 |      1.0000e-10 |
|      98 |         392 |       00:01:27 |     8.39e-03 |     8.50e-03 |   3.5201e-05 |   3.6136e-05 |      1.0000e-10 |
|      99 |         396 |       00:01:28 |     8.36e-03 |     8.50e-03 |   3.4928e-05 |   3.6136e-05 |      1.0000e-10 |
|     100 |         400 |       00:01:29 |     8.33e-03 |     8.50e-03 |   3.4697e-05 |   3.6136e-05 |      1.0000e-10 |
|     101 |         404 |       00:01:30 |     8.34e-03 |     8.50e-03 |   3.4744e-05 |   3.6136e-05 |      1.0000e-10 |
|     102 |         408 |       00:01:30 |     8.36e-03 |     8.50e-03 |   3.4981e-05 |   3.6136e-05 |      1.0000e-10 |
|     103 |         412 |       00:01:31 |     8.39e-03 |     8.50e-03 |   3.5223e-05 |   3.6136e-05 |      1.0000e-10 |
|     104 |         416 |       00:01:32 |     8.44e-03 |     8.50e-03 |   3.5586e-05 |   3.6136e-05 |      1.0000e-10 |
|     105 |         420 |       00:01:33 |     8.46e-03 |     8.50e-03 |   3.5773e-05 |   3.6136e-05 |      1.0000e-10 |
|     106 |         424 |       00:01:34 |     8.36e-03 |     8.50e-03 |   3.4915e-05 |   3.6136e-05 |      1.0000e-10 |
|     107 |         428 |       00:01:35 |     8.46e-03 |     8.50e-03 |   3.5808e-05 |   3.6136e-05 |      1.0000e-10 |
|     108 |         432 |       00:01:36 |     8.43e-03 |     8.50e-03 |   3.5528e-05 |   3.6136e-05 |      1.0000e-10 |
|     109 |         436 |       00:01:36 |     8.43e-03 |     8.50e-03 |   3.5494e-05 |   3.6136e-05 |      1.0000e-11 |
|     110 |         440 |       00:01:37 |     8.46e-03 |     8.50e-03 |   3.5796e-05 |   3.6136e-05 |      1.0000e-11 |
|     111 |         444 |       00:01:38 |     8.36e-03 |     8.50e-03 |   3.4932e-05 |   3.6136e-05 |      1.0000e-11 |
|     112 |         448 |       00:01:39 |     8.41e-03 |     8.50e-03 |   3.5364e-05 |   3.6136e-05 |      1.0000e-11 |
|     113 |         450 |       00:01:39 |     8.47e-03 |              |   3.5861e-05 |              |      1.0000e-11 |
|     113 |         452 |       00:01:40 |     8.37e-03 |     8.50e-03 |   3.5012e-05 |   3.6136e-05 |      1.0000e-11 |
|     114 |         456 |       00:01:41 |     8.41e-03 |     8.50e-03 |   3.5391e-05 |   3.6136e-05 |      1.0000e-11 |
|======================================================================================================================|
Training finished: Met validation criterion.
amp = 2 , already training 1 times 
Training on single GPU.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|         |             |   (hh:mm:ss)   |     RMSE     |     RMSE     |     Loss     |     Loss     |      Rate       |
|======================================================================================================================|
|       1 |           1 |       00:00:00 |         0.11 |         0.15 |       0.0062 |       0.0116 |          0.0100 |
|       1 |           4 |       00:00:01 |         0.06 |         0.06 |       0.0019 |       0.0017 |          0.0100 |
|       2 |           8 |       00:00:01 |         0.05 |         0.05 |       0.0013 |       0.0012 |          0.0100 |
|       3 |          12 |       00:00:02 |         0.04 |         0.04 |       0.0008 |       0.0007 |          0.0100 |
|       4 |          16 |       00:00:03 |         0.03 |         0.03 |       0.0005 |       0.0005 |          0.0100 |
|       5 |          20 |       00:00:04 |         0.03 |         0.03 |       0.0004 |       0.0003 |          0.0100 |
|       6 |          24 |       00:00:05 |         0.02 |         0.02 |       0.0002 |       0.0002 |          0.0100 |
|       7 |          28 |       00:00:06 |         0.02 |         0.02 |       0.0001 |       0.0001 |          0.0100 |
|       8 |          32 |       00:00:07 |         0.01 |         0.01 |   9.8664e-05 |   9.7278e-05 |          0.0100 |
|       9 |          36 |       00:00:08 |         0.01 |         0.01 |   8.5804e-05 |   8.2196e-05 |          0.0100 |
|      10 |          40 |       00:00:08 |         0.01 |         0.01 |   7.1174e-05 |   6.8918e-05 |          0.0100 |
|      11 |          44 |       00:00:09 |         0.01 |         0.01 |   5.8869e-05 |   5.7075e-05 |          0.0100 |
|      12 |          48 |       00:00:10 |         0.01 |         0.01 |   5.4017e-05 |   5.3389e-05 |          0.0100 |
|      13 |          50 |       00:00:11 |         0.01 |              |   5.0844e-05 |              |          0.0010 |
|      13 |          52 |       00:00:11 |     9.97e-03 |         0.01 |   4.9710e-05 |   5.0257e-05 |          0.0010 |
|      14 |          56 |       00:00:12 |     9.79e-03 |     9.85e-03 |   4.7941e-05 |   4.8502e-05 |          0.0010 |
|      15 |          60 |       00:00:13 |     9.55e-03 |     9.66e-03 |   4.5623e-05 |   4.6655e-05 |          0.0010 |
|      16 |          64 |       00:00:14 |     9.38e-03 |     9.52e-03 |   4.3994e-05 |   4.5322e-05 |          0.0010 |
|      17 |          68 |       00:00:14 |     9.33e-03 |     9.40e-03 |   4.3489e-05 |   4.4146e-05 |          0.0010 |
|      18 |          72 |       00:00:15 |     9.18e-03 |     9.31e-03 |   4.2145e-05 |   4.3322e-05 |          0.0010 |
|      19 |          76 |       00:00:16 |     9.22e-03 |     9.23e-03 |   4.2535e-05 |   4.2558e-05 |          0.0010 |
|      20 |          80 |       00:00:17 |     9.10e-03 |     9.17e-03 |   4.1364e-05 |   4.2060e-05 |          0.0010 |
|      21 |          84 |       00:00:18 |     9.00e-03 |     9.12e-03 |   4.0465e-05 |   4.1590e-05 |          0.0010 |
|      22 |          88 |       00:00:19 |     8.92e-03 |     9.08e-03 |   3.9750e-05 |   4.1187e-05 |          0.0010 |
|      23 |          92 |       00:00:20 |     8.96e-03 |     9.03e-03 |   4.0180e-05 |   4.0796e-05 |          0.0010 |
|      24 |          96 |       00:00:21 |     8.97e-03 |     8.99e-03 |   4.0188e-05 |   4.0404e-05 |          0.0010 |
|      25 |         100 |       00:00:22 |     8.94e-03 |     8.98e-03 |   4.0003e-05 |   4.0360e-05 |      1.0000e-04 |
|      26 |         104 |       00:00:22 |     8.87e-03 |     8.98e-03 |   3.9349e-05 |   4.0319e-05 |      1.0000e-04 |
|      27 |         108 |       00:00:23 |     8.91e-03 |     8.98e-03 |   3.9663e-05 |   4.0283e-05 |      1.0000e-04 |
|      28 |         112 |       00:00:24 |     8.79e-03 |     8.97e-03 |   3.8622e-05 |   4.0239e-05 |      1.0000e-04 |
|      29 |         116 |       00:00:25 |     8.90e-03 |     8.97e-03 |   3.9584e-05 |   4.0194e-05 |      1.0000e-04 |
|      30 |         120 |       00:00:26 |     8.85e-03 |     8.96e-03 |   3.9188e-05 |   4.0152e-05 |      1.0000e-04 |
|      31 |         124 |       00:00:27 |     8.85e-03 |     8.96e-03 |   3.9204e-05 |   4.0110e-05 |      1.0000e-04 |
|      32 |         128 |       00:00:28 |     8.90e-03 |     8.95e-03 |   3.9586e-05 |   4.0070e-05 |      1.0000e-04 |
|      33 |         132 |       00:00:28 |     8.86e-03 |     8.95e-03 |   3.9240e-05 |   4.0026e-05 |      1.0000e-04 |
|      34 |         136 |       00:00:29 |     8.83e-03 |     8.94e-03 |   3.8997e-05 |   3.9981e-05 |      1.0000e-04 |
|      35 |         140 |       00:00:30 |     8.75e-03 |     8.94e-03 |   3.8276e-05 |   3.9937e-05 |      1.0000e-04 |
|      36 |         144 |       00:00:31 |     8.85e-03 |     8.93e-03 |   3.9159e-05 |   3.9894e-05 |      1.0000e-04 |
|      37 |         148 |       00:00:32 |     8.82e-03 |     8.93e-03 |   3.8885e-05 |   3.9889e-05 |      1.0000e-05 |
|      38 |         150 |       00:00:32 |     8.78e-03 |              |   3.8538e-05 |              |      1.0000e-05 |
|      38 |         152 |       00:00:33 |     8.86e-03 |     8.93e-03 |   3.9247e-05 |   3.9885e-05 |      1.0000e-05 |
|      39 |         156 |       00:00:34 |     8.78e-03 |     8.93e-03 |   3.8575e-05 |   3.9880e-05 |      1.0000e-05 |
|      40 |         160 |       00:00:35 |     8.85e-03 |     8.93e-03 |   3.9176e-05 |   3.9876e-05 |      1.0000e-05 |
|      41 |         164 |       00:00:35 |     8.83e-03 |     8.93e-03 |   3.9008e-05 |   3.9871e-05 |      1.0000e-05 |
|      42 |         168 |       00:00:36 |     8.81e-03 |     8.93e-03 |   3.8813e-05 |   3.9866e-05 |      1.0000e-05 |
|      43 |         172 |       00:00:37 |     8.78e-03 |     8.93e-03 |   3.8507e-05 |   3.9862e-05 |      1.0000e-05 |
|      44 |         176 |       00:00:38 |     8.79e-03 |     8.93e-03 |   3.8675e-05 |   3.9857e-05 |      1.0000e-05 |
|      45 |         180 |       00:00:39 |     8.81e-03 |     8.93e-03 |   3.8812e-05 |   3.9852e-05 |      1.0000e-05 |
|      46 |         184 |       00:00:40 |     8.77e-03 |     8.93e-03 |   3.8460e-05 |   3.9847e-05 |      1.0000e-05 |
|      47 |         188 |       00:00:41 |     8.90e-03 |     8.93e-03 |   3.9600e-05 |   3.9842e-05 |      1.0000e-05 |
|      48 |         192 |       00:00:42 |     8.85e-03 |     8.93e-03 |   3.9124e-05 |   3.9837e-05 |      1.0000e-05 |
|      49 |         196 |       00:00:42 |     8.86e-03 |     8.93e-03 |   3.9261e-05 |   3.9836e-05 |      1.0000e-06 |
|      50 |         200 |       00:00:43 |     8.86e-03 |     8.93e-03 |   3.9259e-05 |   3.9836e-05 |      1.0000e-06 |
|      51 |         204 |       00:00:44 |     8.79e-03 |     8.93e-03 |   3.8653e-05 |   3.9835e-05 |      1.0000e-06 |
|      52 |         208 |       00:00:45 |     8.86e-03 |     8.93e-03 |   3.9217e-05 |   3.9835e-05 |      1.0000e-06 |
|      53 |         212 |       00:00:46 |     8.83e-03 |     8.93e-03 |   3.8943e-05 |   3.9834e-05 |      1.0000e-06 |
|      54 |         216 |       00:00:47 |     8.87e-03 |     8.93e-03 |   3.9370e-05 |   3.9834e-05 |      1.0000e-06 |
|      55 |         220 |       00:00:48 |     8.83e-03 |     8.93e-03 |   3.8958e-05 |   3.9833e-05 |      1.0000e-06 |
|      56 |         224 |       00:00:48 |     8.83e-03 |     8.93e-03 |   3.8996e-05 |   3.9833e-05 |      1.0000e-06 |
|      57 |         228 |       00:00:49 |     8.89e-03 |     8.93e-03 |   3.9518e-05 |   3.9832e-05 |      1.0000e-06 |
|      58 |         232 |       00:00:50 |     8.88e-03 |     8.93e-03 |   3.9386e-05 |   3.9832e-05 |      1.0000e-06 |
|      59 |         236 |       00:00:51 |     8.76e-03 |     8.93e-03 |   3.8357e-05 |   3.9831e-05 |      1.0000e-06 |
|      60 |         240 |       00:00:52 |     8.82e-03 |     8.93e-03 |   3.8924e-05 |   3.9830e-05 |      1.0000e-06 |
|      61 |         244 |       00:00:53 |     8.81e-03 |     8.93e-03 |   3.8814e-05 |   3.9830e-05 |      1.0000e-07 |
|      62 |         248 |       00:00:54 |     8.87e-03 |     8.93e-03 |   3.9315e-05 |   3.9830e-05 |      1.0000e-07 |
|      63 |         250 |       00:00:54 |     8.77e-03 |              |   3.8417e-05 |              |      1.0000e-07 |
|      63 |         252 |       00:00:54 |     8.82e-03 |     8.93e-03 |   3.8932e-05 |   3.9830e-05 |      1.0000e-07 |
|      64 |         256 |       00:00:55 |     8.86e-03 |     8.93e-03 |   3.9212e-05 |   3.9830e-05 |      1.0000e-07 |
|      65 |         260 |       00:00:56 |     8.87e-03 |     8.93e-03 |   3.9361e-05 |   3.9830e-05 |      1.0000e-07 |
|      66 |         264 |       00:00:57 |     8.74e-03 |     8.93e-03 |   3.8161e-05 |   3.9830e-05 |      1.0000e-07 |
|      67 |         268 |       00:00:58 |     8.85e-03 |     8.93e-03 |   3.9133e-05 |   3.9830e-05 |      1.0000e-07 |
|      68 |         272 |       00:00:59 |     8.83e-03 |     8.93e-03 |   3.8999e-05 |   3.9830e-05 |      1.0000e-07 |
|      69 |         276 |       00:01:00 |     8.78e-03 |     8.93e-03 |   3.8528e-05 |   3.9830e-05 |      1.0000e-07 |
|      70 |         280 |       00:01:01 |     8.90e-03 |     8.93e-03 |   3.9648e-05 |   3.9830e-05 |      1.0000e-07 |
|      71 |         284 |       00:01:01 |     8.81e-03 |     8.93e-03 |   3.8783e-05 |   3.9830e-05 |      1.0000e-07 |
|      72 |         288 |       00:01:02 |     8.86e-03 |     8.93e-03 |   3.9232e-05 |   3.9830e-05 |      1.0000e-07 |
|      73 |         292 |       00:01:03 |     8.76e-03 |     8.93e-03 |   3.8347e-05 |   3.9830e-05 |      1.0000e-08 |
|      74 |         296 |       00:01:04 |     8.86e-03 |     8.93e-03 |   3.9244e-05 |   3.9830e-05 |      1.0000e-08 |
|      75 |         300 |       00:01:05 |     8.84e-03 |     8.93e-03 |   3.9050e-05 |   3.9830e-05 |      1.0000e-08 |
|      76 |         304 |       00:01:06 |     8.82e-03 |     8.93e-03 |   3.8924e-05 |   3.9830e-05 |      1.0000e-08 |
|      77 |         308 |       00:01:06 |     8.84e-03 |     8.93e-03 |   3.9079e-05 |   3.9830e-05 |      1.0000e-08 |
|      78 |         312 |       00:01:07 |     8.78e-03 |     8.93e-03 |   3.8548e-05 |   3.9830e-05 |      1.0000e-08 |
|      79 |         316 |       00:01:08 |     8.78e-03 |     8.93e-03 |   3.8556e-05 |   3.9830e-05 |      1.0000e-08 |
|      80 |         320 |       00:01:09 |     8.85e-03 |     8.93e-03 |   3.9160e-05 |   3.9830e-05 |      1.0000e-08 |
|      81 |         324 |       00:01:10 |     8.83e-03 |     8.93e-03 |   3.8974e-05 |   3.9830e-05 |      1.0000e-08 |
