
                            < M A T L A B (R) >
                  Copyright 1984-2022 The MathWorks, Inc.
             R2022a Update 5 (9.12.0.2039608) 64-bit (glnxa64)
                              August 12, 2022

 
To get started, type doc.
For product information, visit www.mathworks.com.
 
>> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> This is Threenonlinear network , single amp , ini learningRate = 1.000000e-02 , min batch size = 200 , DropPeriod = 12 , DropFactor = 0.100000  v3 
>> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> >> load amp=2 
Training on single GPU.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|      15 |          60 |       00:00:12 |     9.95e-03 |         0.01 |   4.9482e-05 |   5.0403e-05 |          0.0010 |
|      16 |          64 |       00:00:12 |     9.79e-03 |     9.56e-03 |   4.7887e-05 |   4.5743e-05 |          0.0010 |
|      17 |          68 |       00:00:13 |     9.85e-03 |     9.51e-03 |   4.8487e-05 |   4.5210e-05 |          0.0010 |
|      18 |          72 |       00:00:14 |     9.78e-03 |     9.51e-03 |   4.7792e-05 |   4.5193e-05 |          0.0010 |
|      19 |          76 |       00:00:14 |     9.57e-03 |     9.47e-03 |   4.5833e-05 |   4.4818e-05 |          0.0010 |
|      20 |          80 |       00:00:15 |     9.49e-03 |     9.40e-03 |   4.5047e-05 |   4.4162e-05 |          0.0010 |
|      21 |          84 |       00:00:16 |     9.54e-03 |     9.35e-03 |   4.5520e-05 |   4.3728e-05 |          0.0010 |
|      22 |          88 |       00:00:16 |     9.46e-03 |     9.30e-03 |   4.4756e-05 |   4.3199e-05 |          0.0010 |
|      23 |          92 |       00:00:17 |     9.44e-03 |     9.26e-03 |   4.4565e-05 |   4.2849e-05 |          0.0010 |
|      24 |          96 |       00:00:18 |     9.36e-03 |     9.21e-03 |   4.3818e-05 |   4.2456e-05 |          0.0010 |
|      25 |         100 |       00:00:18 |     9.46e-03 |     9.20e-03 |   4.4788e-05 |   4.2362e-05 |      1.0000e-04 |
|      26 |         104 |       00:00:19 |     9.38e-03 |     9.20e-03 |   4.3949e-05 |   4.2305e-05 |      1.0000e-04 |
|      27 |         108 |       00:00:19 |     9.37e-03 |     9.20e-03 |   4.3915e-05 |   4.2303e-05 |      1.0000e-04 |
|      28 |         112 |       00:00:20 |     9.38e-03 |     9.19e-03 |   4.4037e-05 |   4.2257e-05 |      1.0000e-04 |
|      29 |         116 |       00:00:21 |     9.40e-03 |     9.19e-03 |   4.4147e-05 |   4.2202e-05 |      1.0000e-04 |
|      30 |         120 |       00:00:21 |     9.41e-03 |     9.18e-03 |   4.4284e-05 |   4.2172e-05 |      1.0000e-04 |
|      31 |         124 |       00:00:22 |     9.38e-03 |     9.18e-03 |   4.3998e-05 |   4.2137e-05 |      1.0000e-04 |
|      32 |         128 |       00:00:23 |     9.33e-03 |     9.18e-03 |   4.3495e-05 |   4.2103e-05 |      1.0000e-04 |
|      33 |         132 |       00:00:23 |     9.30e-03 |     9.17e-03 |   4.3250e-05 |   4.2075e-05 |      1.0000e-04 |
|      34 |         136 |       00:00:24 |     9.28e-03 |     9.17e-03 |   4.3098e-05 |   4.2040e-05 |      1.0000e-04 |
|      35 |         140 |       00:00:25 |     9.37e-03 |     9.17e-03 |   4.3923e-05 |   4.2003e-05 |      1.0000e-04 |
|      36 |         144 |       00:00:25 |     9.27e-03 |     9.16e-03 |   4.2963e-05 |   4.1969e-05 |      1.0000e-04 |
|      37 |         148 |       00:00:26 |     9.31e-03 |     9.16e-03 |   4.3320e-05 |   4.1966e-05 |      1.0000e-05 |
|      38 |         150 |       00:00:26 |     9.30e-03 |              |   4.3210e-05 |              |      1.0000e-05 |
|      38 |         152 |       00:00:27 |     9.33e-03 |     9.16e-03 |   4.3516e-05 |   4.1963e-05 |      1.0000e-05 |
|      39 |         156 |       00:00:27 |     9.36e-03 |     9.16e-03 |   4.3761e-05 |   4.1959e-05 |      1.0000e-05 |
|      40 |         160 |       00:00:28 |     9.35e-03 |     9.16e-03 |   4.3725e-05 |   4.1956e-05 |      1.0000e-05 |
|      41 |         164 |       00:00:29 |     9.35e-03 |     9.16e-03 |   4.3700e-05 |   4.1952e-05 |      1.0000e-05 |
|      42 |         168 |       00:00:29 |     9.35e-03 |     9.16e-03 |   4.3733e-05 |   4.1949e-05 |      1.0000e-05 |
|      43 |         172 |       00:00:30 |     9.33e-03 |     9.16e-03 |   4.3564e-05 |   4.1945e-05 |      1.0000e-05 |
|      44 |         176 |       00:00:31 |     9.26e-03 |     9.16e-03 |   4.2863e-05 |   4.1942e-05 |      1.0000e-05 |
|      45 |         180 |       00:00:31 |     9.39e-03 |     9.16e-03 |   4.4102e-05 |   4.1938e-05 |      1.0000e-05 |
|      46 |         184 |       00:00:32 |     9.33e-03 |     9.16e-03 |   4.3517e-05 |   4.1934e-05 |      1.0000e-05 |
|      47 |         188 |       00:00:33 |     9.28e-03 |     9.16e-03 |   4.3051e-05 |   4.1930e-05 |      1.0000e-05 |
|      48 |         192 |       00:00:33 |     9.34e-03 |     9.16e-03 |   4.3590e-05 |   4.1926e-05 |      1.0000e-05 |
|      49 |         196 |       00:00:34 |     9.32e-03 |     9.16e-03 |   4.3391e-05 |   4.1926e-05 |      1.0000e-06 |
|      50 |         200 |       00:00:35 |     9.38e-03 |     9.16e-03 |   4.4004e-05 |   4.1926e-05 |      1.0000e-06 |
|      51 |         204 |       00:00:35 |     9.36e-03 |     9.16e-03 |   4.3848e-05 |   4.1925e-05 |      1.0000e-06 |
|      52 |         208 |       00:00:36 |     9.26e-03 |     9.16e-03 |   4.2831e-05 |   4.1925e-05 |      1.0000e-06 |
|      53 |         212 |       00:00:37 |     9.24e-03 |     9.16e-03 |   4.2733e-05 |   4.1924e-05 |      1.0000e-06 |
|      54 |         216 |       00:00:37 |     9.33e-03 |     9.16e-03 |   4.3565e-05 |   4.1924e-05 |      1.0000e-06 |
|      55 |         220 |       00:00:38 |     9.36e-03 |     9.16e-03 |   4.3844e-05 |   4.1923e-05 |      1.0000e-06 |
|      56 |         224 |       00:00:39 |     9.40e-03 |     9.16e-03 |   4.4190e-05 |   4.1923e-05 |      1.0000e-06 |
|      57 |         228 |       00:00:39 |     9.35e-03 |     9.16e-03 |   4.3724e-05 |   4.1923e-05 |      1.0000e-06 |
|      58 |         232 |       00:00:40 |     9.35e-03 |     9.16e-03 |   4.3669e-05 |   4.1922e-05 |      1.0000e-06 |
|      59 |         236 |       00:00:41 |     9.37e-03 |     9.16e-03 |   4.3905e-05 |   4.1922e-05 |      1.0000e-06 |
|      60 |         240 |       00:00:41 |     9.38e-03 |     9.16e-03 |   4.3954e-05 |   4.1921e-05 |      1.0000e-06 |
|      61 |         244 |       00:00:42 |     9.27e-03 |     9.16e-03 |   4.2933e-05 |   4.1921e-05 |      1.0000e-07 |
|      62 |         248 |       00:00:43 |     9.34e-03 |     9.16e-03 |   4.3638e-05 |   4.1921e-05 |      1.0000e-07 |
|      63 |         250 |       00:00:43 |     9.26e-03 |              |   4.2889e-05 |              |      1.0000e-07 |
|      63 |         252 |       00:00:43 |     9.36e-03 |     9.16e-03 |   4.3831e-05 |   4.1921e-05 |      1.0000e-07 |
|      64 |         256 |       00:00:44 |     9.29e-03 |     9.16e-03 |   4.3176e-05 |   4.1921e-05 |      1.0000e-07 |
|      65 |         260 |       00:00:45 |     9.30e-03 |     9.16e-03 |   4.3207e-05 |   4.1921e-05 |      1.0000e-07 |
|      66 |         264 |       00:00:45 |     9.21e-03 |     9.16e-03 |   4.2443e-05 |   4.1921e-05 |      1.0000e-07 |
|      67 |         268 |       00:00:46 |     9.33e-03 |     9.16e-03 |   4.3539e-05 |   4.1921e-05 |      1.0000e-07 |
|      68 |         272 |       00:00:47 |     9.35e-03 |     9.16e-03 |   4.3755e-05 |   4.1921e-05 |      1.0000e-07 |
|      69 |         276 |       00:00:47 |     9.35e-03 |     9.16e-03 |   4.3711e-05 |   4.1921e-05 |      1.0000e-07 |
|      70 |         280 |       00:00:48 |     9.26e-03 |     9.16e-03 |   4.2916e-05 |   4.1921e-05 |      1.0000e-07 |
|      71 |         284 |       00:00:49 |     9.33e-03 |     9.16e-03 |   4.3529e-05 |   4.1921e-05 |      1.0000e-07 |
|      72 |         288 |       00:00:49 |     9.24e-03 |     9.16e-03 |   4.2665e-05 |   4.1921e-05 |      1.0000e-07 |
|      73 |         292 |       00:00:50 |     9.35e-03 |     9.16e-03 |   4.3729e-05 |   4.1921e-05 |      1.0000e-08 |
|      74 |         296 |       00:00:51 |     9.36e-03 |     9.16e-03 |   4.3776e-05 |   4.1921e-05 |      1.0000e-08 |
|      75 |         300 |       00:00:51 |     9.40e-03 |     9.16e-03 |   4.4207e-05 |   4.1921e-05 |      1.0000e-08 |
|      76 |         304 |       00:00:52 |     9.29e-03 |     9.16e-03 |   4.3133e-05 |   4.1921e-05 |      1.0000e-08 |
|      77 |         308 |       00:00:53 |     9.26e-03 |     9.16e-03 |   4.2885e-05 |   4.1921e-05 |      1.0000e-08 |
|      78 |         312 |       00:00:53 |     9.35e-03 |     9.16e-03 |   4.3666e-05 |   4.1921e-05 |      1.0000e-08 |
|      79 |         316 |       00:00:54 |     9.31e-03 |     9.16e-03 |   4.3320e-05 |   4.1921e-05 |      1.0000e-08 |
|      80 |         320 |       00:00:55 |     9.41e-03 |     9.16e-03 |   4.4319e-05 |   4.1921e-05 |      1.0000e-08 |
|      81 |         324 |       00:00:55 |     9.30e-03 |     9.16e-03 |   4.3284e-05 |   4.1921e-05 |      1.0000e-08 |
|      82 |         328 |       00:00:56 |     9.35e-03 |     9.16e-03 |   4.3685e-05 |   4.1921e-05 |      1.0000e-08 |
|      83 |         332 |       00:00:57 |     9.35e-03 |     9.16e-03 |   4.3740e-05 |   4.1921e-05 |      1.0000e-08 |
|      84 |         336 |       00:00:57 |     9.30e-03 |     9.16e-03 |   4.3244e-05 |   4.1921e-05 |      1.0000e-08 |
|      85 |         340 |       00:00:58 |     9.37e-03 |     9.16e-03 |   4.3878e-05 |   4.1921e-05 |      1.0000e-09 |
|      86 |         344 |       00:00:59 |     9.35e-03 |     9.16e-03 |   4.3730e-05 |   4.1921e-05 |      1.0000e-09 |
|      87 |         348 |       00:00:59 |     9.37e-03 |     9.16e-03 |   4.3885e-05 |   4.1921e-05 |      1.0000e-09 |
|      88 |         350 |       00:00:59 |     9.32e-03 |              |   4.3454e-05 |              |      1.0000e-09 |
|      88 |         352 |       00:01:00 |     9.39e-03 |     9.16e-03 |   4.4117e-05 |   4.1921e-05 |      1.0000e-09 |
|      89 |         356 |       00:01:01 |     9.31e-03 |     9.16e-03 |   4.3334e-05 |   4.1921e-05 |      1.0000e-09 |
|      90 |         360 |       00:01:01 |     9.34e-03 |     9.16e-03 |   4.3585e-05 |   4.1921e-05 |      1.0000e-09 |
|      91 |         364 |       00:01:02 |     9.34e-03 |     9.16e-03 |   4.3593e-05 |   4.1921e-05 |      1.0000e-09 |
|      92 |         368 |       00:01:02 |     9.36e-03 |     9.16e-03 |   4.3767e-05 |   4.1921e-05 |      1.0000e-09 |
|      93 |         372 |       00:01:03 |     9.31e-03 |     9.16e-03 |   4.3305e-05 |   4.1921e-05 |      1.0000e-09 |
|      94 |         376 |       00:01:04 |     9.36e-03 |     9.16e-03 |   4.3797e-05 |   4.1921e-05 |      1.0000e-09 |
|      95 |         380 |       00:01:04 |     9.38e-03 |     9.16e-03 |   4.3970e-05 |   4.1921e-05 |      1.0000e-09 |
|      96 |         384 |       00:01:05 |     9.30e-03 |     9.16e-03 |   4.3250e-05 |   4.1921e-05 |      1.0000e-09 |
|      97 |         388 |       00:01:06 |     9.33e-03 |     9.16e-03 |   4.3538e-05 |   4.1921e-05 |      1.0000e-10 |
|      98 |         392 |       00:01:06 |     9.30e-03 |     9.16e-03 |   4.3267e-05 |   4.1921e-05 |      1.0000e-10 |
|      99 |         396 |       00:01:07 |     9.34e-03 |     9.16e-03 |   4.3630e-05 |   4.1921e-05 |      1.0000e-10 |
|     100 |         400 |       00:01:08 |     9.34e-03 |     9.16e-03 |   4.3577e-05 |   4.1921e-05 |      1.0000e-10 |
|     101 |         404 |       00:01:08 |     9.27e-03 |     9.16e-03 |   4.2934e-05 |   4.1921e-05 |      1.0000e-10 |
|     102 |         408 |       00:01:09 |     9.34e-03 |     9.16e-03 |   4.3591e-05 |   4.1921e-05 |      1.0000e-10 |
|     103 |         412 |       00:01:10 |     9.33e-03 |     9.16e-03 |   4.3569e-05 |   4.1921e-05 |      1.0000e-10 |
|     104 |         416 |       00:01:10 |     9.22e-03 |     9.16e-03 |   4.2493e-05 |   4.1921e-05 |      1.0000e-10 |
|     105 |         420 |       00:01:11 |     9.31e-03 |     9.16e-03 |   4.3384e-05 |   4.1921e-05 |      1.0000e-10 |
|     106 |         424 |       00:01:12 |     9.27e-03 |     9.16e-03 |   4.2942e-05 |   4.1921e-05 |      1.0000e-10 |
|     107 |         428 |       00:01:12 |     9.24e-03 |     9.16e-03 |   4.2696e-05 |   4.1921e-05 |      1.0000e-10 |
|     108 |         432 |       00:01:13 |     9.32e-03 |     9.16e-03 |   4.3423e-05 |   4.1921e-05 |      1.0000e-10 |
|     109 |         436 |       00:01:14 |     9.36e-03 |     9.16e-03 |   4.3808e-05 |   4.1921e-05 |      1.0000e-11 |
|     110 |         440 |       00:01:14 |     9.31e-03 |     9.16e-03 |   4.3296e-05 |   4.1921e-05 |      1.0000e-11 |
|     111 |         444 |       00:01:15 |     9.30e-03 |     9.16e-03 |   4.3266e-05 |   4.1921e-05 |      1.0000e-11 |
|     112 |         448 |       00:01:16 |     9.30e-03 |     9.16e-03 |   4.3287e-05 |   4.1921e-05 |      1.0000e-11 |
|     113 |         450 |       00:01:16 |     9.30e-03 |              |   4.3212e-05 |              |      1.0000e-11 |
|     113 |         452 |       00:01:16 |     9.41e-03 |     9.16e-03 |   4.4307e-05 |   4.1921e-05 |      1.0000e-11 |
|     114 |         456 |       00:01:17 |     9.32e-03 |     9.16e-03 |   4.3472e-05 |   4.1921e-05 |      1.0000e-11 |
|     115 |         460 |       00:01:18 |     9.38e-03 |     9.16e-03 |   4.3975e-05 |   4.1921e-05 |      1.0000e-11 |
|     116 |         464 |       00:01:18 |     9.30e-03 |     9.16e-03 |   4.3214e-05 |   4.1921e-05 |      1.0000e-11 |
|     117 |         468 |       00:01:19 |     9.35e-03 |     9.16e-03 |   4.3715e-05 |   4.1921e-05 |      1.0000e-11 |
|     118 |         472 |       00:01:20 |     9.28e-03 |     9.16e-03 |   4.3035e-05 |   4.1921e-05 |      1.0000e-11 |
|======================================================================================================================|
Training finished: Met validation criterion.
amp = 2 , already training 1 times 
Training on single GPU.
|======================================================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Validation  |  Mini-batch  |  Validation  |  Base Learning  |
|         |             |   (hh:mm:ss)   |     RMSE     |     RMSE     |     Loss     |     Loss     |      Rate       |
|======================================================================================================================|
|       1 |           1 |       00:00:00 |         0.10 |         0.15 |       0.0055 |       0.0116 |          0.0100 |
|       1 |           4 |       00:00:00 |         0.07 |         0.05 |       0.0021 |       0.0015 |          0.0100 |
|       2 |           8 |       00:00:01 |         0.05 |         0.05 |       0.0014 |       0.0012 |          0.0100 |
|       3 |          12 |       00:00:02 |         0.04 |         0.04 |       0.0008 |       0.0007 |          0.0100 |
|       4 |          16 |       00:00:02 |         0.03 |         0.03 |       0.0003 |       0.0003 |          0.0100 |
|       5 |          20 |       00:00:03 |         0.02 |         0.02 |       0.0003 |       0.0003 |          0.0100 |
|       6 |          24 |       00:00:03 |         0.02 |         0.02 |       0.0002 |       0.0002 |          0.0100 |
|       7 |          28 |       00:00:04 |         0.02 |         0.01 |       0.0001 |       0.0001 |          0.0100 |
|       8 |          32 |       00:00:05 |         0.01 |         0.01 |   9.4997e-05 |   8.2914e-05 |          0.0100 |
|       9 |          36 |       00:00:05 |         0.01 |         0.01 |   7.5860e-05 |   7.4391e-05 |          0.0100 |
|      10 |          40 |       00:00:06 |         0.01 |         0.01 |   6.7326e-05 |   6.3412e-05 |          0.0100 |
|      11 |          44 |       00:00:07 |         0.01 |         0.01 |   6.1225e-05 |   5.2758e-05 |          0.0100 |
|      12 |          48 |       00:00:07 |         0.01 |         0.01 |   5.1876e-05 |   5.7977e-05 |          0.0100 |
|      13 |          50 |       00:00:08 |         0.01 |              |   5.8029e-05 |              |          0.0010 |
|      13 |          52 |       00:00:08 |     9.69e-03 |     9.33e-03 |   4.6986e-05 |   4.3494e-05 |          0.0010 |
|      14 |          56 |       00:00:09 |     9.80e-03 |     9.57e-03 |   4.7983e-05 |   4.5786e-05 |          0.0010 |
|      15 |          60 |       00:00:09 |     9.28e-03 |     9.06e-03 |   4.3067e-05 |   4.1084e-05 |          0.0010 |
|      16 |          64 |       00:00:10 |     9.24e-03 |     9.06e-03 |   4.2723e-05 |   4.1052e-05 |          0.0010 |
|      17 |          68 |       00:00:10 |     8.89e-03 |     8.86e-03 |   3.9540e-05 |   3.9273e-05 |          0.0010 |
|      18 |          72 |       00:00:11 |     8.91e-03 |     8.72e-03 |   3.9677e-05 |   3.7990e-05 |          0.0010 |
|      19 |          76 |       00:00:12 |     8.89e-03 |     8.67e-03 |   3.9559e-05 |   3.7587e-05 |          0.0010 |
|      20 |          80 |       00:00:12 |     8.82e-03 |     8.62e-03 |   3.8923e-05 |   3.7142e-05 |          0.0010 |
|      21 |          84 |       00:00:13 |     8.76e-03 |     8.55e-03 |   3.8384e-05 |   3.6573e-05 |          0.0010 |
|      22 |          88 |       00:00:14 |     8.68e-03 |     8.50e-03 |   3.7684e-05 |   3.6092e-05 |          0.0010 |
|      23 |          92 |       00:00:14 |     8.69e-03 |     8.45e-03 |   3.7754e-05 |   3.5718e-05 |          0.0010 |
|      24 |          96 |       00:00:15 |     8.63e-03 |     8.41e-03 |   3.7207e-05 |   3.5357e-05 |          0.0010 |
|      25 |         100 |       00:00:16 |     8.59e-03 |     8.40e-03 |   3.6875e-05 |   3.5298e-05 |      1.0000e-04 |
|      26 |         104 |       00:00:16 |     8.57e-03 |     8.40e-03 |   3.6691e-05 |   3.5252e-05 |      1.0000e-04 |
|      27 |         108 |       00:00:17 |     8.58e-03 |     8.39e-03 |   3.6804e-05 |   3.5218e-05 |      1.0000e-04 |
|      28 |         112 |       00:00:17 |     8.55e-03 |     8.39e-03 |   3.6559e-05 |   3.5182e-05 |      1.0000e-04 |
|      29 |         116 |       00:00:18 |     8.57e-03 |     8.38e-03 |   3.6695e-05 |   3.5141e-05 |      1.0000e-04 |
|      30 |         120 |       00:00:19 |     8.44e-03 |     8.38e-03 |   3.5650e-05 |   3.5102e-05 |      1.0000e-04 |
|      31 |         124 |       00:00:19 |     8.53e-03 |     8.37e-03 |   3.6349e-05 |   3.5066e-05 |      1.0000e-04 |
|      32 |         128 |       00:00:20 |     8.58e-03 |     8.37e-03 |   3.6786e-05 |   3.5027e-05 |      1.0000e-04 |
|      33 |         132 |       00:00:21 |     8.51e-03 |     8.37e-03 |   3.6247e-05 |   3.4987e-05 |      1.0000e-04 |
|      34 |         136 |       00:00:21 |     8.53e-03 |     8.36e-03 |   3.6341e-05 |   3.4948e-05 |      1.0000e-04 |
|      35 |         140 |       00:00:22 |     8.48e-03 |     8.36e-03 |   3.5997e-05 |   3.4908e-05 |      1.0000e-04 |
|      36 |         144 |       00:00:23 |     8.46e-03 |     8.35e-03 |   3.5763e-05 |   3.4867e-05 |      1.0000e-04 |
|      37 |         148 |       00:00:23 |     8.59e-03 |     8.35e-03 |   3.6870e-05 |   3.4863e-05 |      1.0000e-05 |
|      38 |         150 |       00:00:24 |     8.56e-03 |              |   3.6631e-05 |              |      1.0000e-05 |
|      38 |         152 |       00:00:24 |     8.56e-03 |     8.35e-03 |   3.6617e-05 |   3.4859e-05 |      1.0000e-05 |
|      39 |         156 |       00:00:25 |     8.57e-03 |     8.35e-03 |   3.6720e-05 |   3.4855e-05 |      1.0000e-05 |
|      40 |         160 |       00:00:25 |     8.49e-03 |     8.35e-03 |   3.6018e-05 |   3.4851e-05 |      1.0000e-05 |
|      41 |         164 |       00:00:26 |     8.50e-03 |     8.35e-03 |   3.6119e-05 |   3.4847e-05 |      1.0000e-05 |
|      42 |         168 |       00:00:26 |     8.53e-03 |     8.35e-03 |   3.6372e-05 |   3.4842e-05 |      1.0000e-05 |
|      43 |         172 |       00:00:27 |     8.58e-03 |     8.35e-03 |   3.6780e-05 |   3.4838e-05 |      1.0000e-05 |
|      44 |         176 |       00:00:28 |     8.59e-03 |     8.35e-03 |   3.6916e-05 |   3.4833e-05 |      1.0000e-05 |
|      45 |         180 |       00:00:28 |     8.62e-03 |     8.35e-03 |   3.7156e-05 |   3.4829e-05 |      1.0000e-05 |
|      46 |         184 |       00:00:29 |     8.58e-03 |     8.35e-03 |   3.6803e-05 |   3.4824e-05 |      1.0000e-05 |
|      47 |         188 |       00:00:30 |     8.53e-03 |     8.35e-03 |   3.6338e-05 |   3.4820e-05 |      1.0000e-05 |
|      48 |         192 |       00:00:30 |     8.57e-03 |     8.34e-03 |   3.6742e-05 |   3.4815e-05 |      1.0000e-05 |
|      49 |         196 |       00:00:31 |     8.45e-03 |     8.34e-03 |   3.5735e-05 |   3.4815e-05 |      1.0000e-06 |
|      50 |         200 |       00:00:32 |     8.60e-03 |     8.34e-03 |   3.7002e-05 |   3.4814e-05 |      1.0000e-06 |
|      51 |         204 |       00:00:32 |     8.64e-03 |     8.34e-03 |   3.7327e-05 |   3.4814e-05 |      1.0000e-06 |
|      52 |         208 |       00:00:33 |     8.52e-03 |     8.34e-03 |   3.6279e-05 |   3.4813e-05 |      1.0000e-06 |
|      53 |         212 |       00:00:33 |     8.54e-03 |     8.34e-03 |   3.6433e-05 |   3.4813e-05 |      1.0000e-06 |
|      54 |         216 |       00:00:34 |     8.52e-03 |     8.34e-03 |   3.6326e-05 |   3.4812e-05 |      1.0000e-06 |
|      55 |         220 |       00:00:35 |     8.58e-03 |     8.34e-03 |   3.6821e-05 |   3.4812e-05 |      1.0000e-06 |
|      56 |         224 |       00:00:35 |     8.49e-03 |     8.34e-03 |   3.6013e-05 |   3.4811e-05 |      1.0000e-06 |
|      57 |         228 |       00:00:36 |     8.50e-03 |     8.34e-03 |   3.6084e-05 |   3.4811e-05 |      1.0000e-06 |
|      58 |         232 |       00:00:37 |     8.55e-03 |     8.34e-03 |   3.6575e-05 |   3.4810e-05 |      1.0000e-06 |
|      59 |         236 |       00:00:37 |     8.52e-03 |     8.34e-03 |   3.6302e-05 |   3.4810e-05 |      1.0000e-06 |
|      60 |         240 |       00:00:38 |     8.47e-03 |     8.34e-03 |   3.5844e-05 |   3.4809e-05 |      1.0000e-06 |
|      61 |         244 |       00:00:39 |     8.55e-03 |     8.34e-03 |   3.6539e-05 |   3.4809e-05 |      1.0000e-07 |
|      62 |         248 |       00:00:39 |     8.57e-03 |     8.34e-03 |   3.6715e-05 |   3.4809e-05 |      1.0000e-07 |
|      63 |         250 |       00:00:40 |     8.60e-03 |              |   3.6945e-05 |              |      1.0000e-07 |
|      63 |         252 |       00:00:40 |     8.53e-03 |     8.34e-03 |   3.6398e-05 |   3.4809e-05 |      1.0000e-07 |
|      64 |         256 |       00:00:41 |     8.55e-03 |     8.34e-03 |   3.6526e-05 |   3.4809e-05 |      1.0000e-07 |
|      65 |         260 |       00:00:41 |     8.52e-03 |     8.34e-03 |   3.6295e-05 |   3.4809e-05 |      1.0000e-07 |
|      66 |         264 |       00:00:42 |     8.51e-03 |     8.34e-03 |   3.6223e-05 |   3.4809e-05 |      1.0000e-07 |
|      67 |         268 |       00:00:42 |     8.53e-03 |     8.34e-03 |   3.6378e-05 |   3.4809e-05 |      1.0000e-07 |
|      68 |         272 |       00:00:43 |     8.54e-03 |     8.34e-03 |   3.6499e-05 |   3.4809e-05 |      1.0000e-07 |
|      69 |         276 |       00:00:44 |     8.49e-03 |     8.34e-03 |   3.6000e-05 |   3.4809e-05 |      1.0000e-07 |
|      70 |         280 |       00:00:44 |     8.51e-03 |     8.34e-03 |   3.6207e-05 |   3.4809e-05 |      1.0000e-07 |
|      71 |         284 |       00:00:45 |     8.49e-03 |     8.34e-03 |   3.6022e-05 |   3.4809e-05 |      1.0000e-07 |
|      72 |         288 |       00:00:46 |     8.56e-03 |     8.34e-03 |   3.6597e-05 |   3.4809e-05 |      1.0000e-07 |
|      73 |         292 |       00:00:46 |     8.45e-03 |     8.34e-03 |   3.5703e-05 |   3.4809e-05 |      1.0000e-08 |
|      74 |         296 |       00:00:47 |     8.52e-03 |     8.34e-03 |   3.6307e-05 |   3.4809e-05 |      1.0000e-08 |
|      75 |         300 |       00:00:48 |     8.49e-03 |     8.34e-03 |   3.6070e-05 |   3.4809e-05 |      1.0000e-08 |
|      76 |         304 |       00:00:48 |     8.49e-03 |     8.34e-03 |   3.6029e-05 |   3.4809e-05 |      1.0000e-08 |
|      77 |         308 |       00:00:49 |     8.57e-03 |     8.34e-03 |   3.6691e-05 |   3.4809e-05 |      1.0000e-08 |
